"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","France U19","France U20","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","Y"
4084,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,1,14.15,15.3,15.73,15.3,16.02,16.02,15.73,15.3,15.3,14.15,4e-05,9.76,6,"1","1","1",1,1,1,0,1,2,4,285,4,1,19,1410,17,4,11,774,9,NA,NA,NA,NA,1,8,638,8,1
4091,"Attaquant",11,"Mali","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,15.79,3,"0","1","0",1,0,1,1,1,NA,2,105,2,NA,NA,NA,NA,2,10,571,7,NA,5,229,2,NA,5,284,3,0
4111,"Gardien de But",11,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,15.05,17.98,18.71,17.98,18.71,18.71,18.71,18.71,18.71,15.05,0,12.6,3,"1","0","1",1,0,1,0,1,NA,1,90,1,NA,NA,NA,NA,NA,4,360,4,NA,NA,NA,NA,NA,1,90,1,1
4113,"Milieu",8,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00126,79.55,1,"0","1","0",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,2,94,1,0
4126,"Milieu",11,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,14.43,1,"1","0","0",0,1,1,1,1,NA,NA,NA,NA,NA,9,701,9,NA,9,810,9,NA,14,1137,14,NA,7,630,7,1
4133,"Defenseur",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.23,2,"0","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
4134,"Gardien de But",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,630,7,NA,9,810,9,NA,7,630,7,1
4145,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.74,1,"0","0","1",1,0,0,0,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
4149,"Attaquant",2,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,16.4,16.4,16.4,15.73,15.73,16.4,16.4,16.4,NA,0.00101,11.83,3,"1","1","0",1,1,1,1,1,4,11,561,6,5,13,955,11,5,5,316,4,3,8,315,2,2,6,351,4,1
4153,"Defenseur",4,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,26.83,1,"1","0","0",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,135,2,NA,NA,NA,NA,NA,1,90,1,1
4169,"Defenseur",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,42.85,2,"1","0","0",1,1,1,0,1,NA,3,155,2,NA,4,239,3,NA,2,180,2,NA,NA,NA,NA,NA,5,381,4,0
4177,"Attaquant",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42.07,1,"0","0","1",0,1,0,1,1,NA,NA,NA,NA,4,16,1228,14,NA,NA,NA,NA,2,9,430,3,1,10,825,10,1
4190,"Defenseur",8,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,15.84,2,"1","0","0",1,1,1,1,1,NA,5,326,4,NA,1,90,1,NA,2,180,2,NA,1,90,1,NA,10,900,10,1
4194,"Defenseur",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.9,4,"1","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,364,4,0
4209,"Milieu",11,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,11.01,2,"0","0","1",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,198,2,NA,12,784,8,NA,1,87,1,0
4212,"Milieu",8,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",0,1,1,1,1,NA,NA,NA,NA,NA,7,630,7,NA,4,299,4,NA,15,1262,14,NA,9,550,7,1
4254,"Attaquant",12,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00071,15.99,3,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57,1,0
4256,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",2,0,11.23,14.97,14.97,14.97,14.97,14.97,17.78,14.97,17.78,NA,0,10.19,2,"0","1","1",1,1,1,0,1,NA,4,360,4,NA,12,968,11,NA,10,852,9,NA,NA,NA,NA,NA,5,450,5,0
4265,"Defenseur",11,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061,43.07,1,"0","1","0",1,1,1,0,1,1,10,620,7,NA,1,90,1,NA,3,238,3,NA,NA,NA,NA,NA,4,360,4,0
4271,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM REIMS",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86.92,1,"0","0","0",1,1,1,1,1,6,15,769,8,3,8,339,3,NA,2,90,1,NA,1,28,NA,NA,2,132,2,0
4274,"Gardien de But",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,15.43,10.45,6.71,10.45,11.98,11.98,6.71,12.28,11.01,15.43,0,8.19,5,"1","0","0",1,1,0,0,1,NA,4,360,4,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
4291,"Defenseur",5,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,13.66,2,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,NA,1,90,1,0
4295,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,0,0,1,1,NA,5,409,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,150,3,NA,1,90,1,0
4310,"Defenseur",4,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.46,2,"1","1","0",1,1,0,1,1,NA,5,324,4,NA,3,117,2,NA,NA,NA,NA,NA,3,231,3,NA,1,45,1,1
4332,"Attaquant",8,"France","aucun","aucun",0,1,17.68,17.68,NA,17.68,17.68,17.68,NA,17.68,17.68,17.68,0.00044,8.53,4,"0","1","1",1,1,0,0,1,1,7,353,4,NA,2,105,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,168,2,1
4333,"Attaquant",6,"France","aucun","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00188,9.97,2,"1","0","0",1,1,1,1,1,2,7,377,4,NA,2,86,1,1,4,251,3,2,13,1061,13,1,6,392,5,1
4344,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,14.81,13.38,12.84,13.38,13.38,13.38,12.84,13.38,13.38,14.81,0.00018,9.32,2,"1","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,364,3,0
4357,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00064,11.87,2,"0","1","0",1,0,1,1,1,NA,3,150,2,NA,NA,NA,NA,1,4,224,2,NA,3,83,NA,1,4,288,4,1
4382,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM AIX EN PROVENCE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,1,"0","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
4384,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,14.06,12.88,12.32,12.88,12.88,12.88,11.4,12.51,12.51,13.99,0.00032,8.86,2,"1","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,386,4,0
4395,"Attaquant",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00385,16.25,1,"1","0","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,218,3,1,10,319,2,7,12,695,4,1
4410,"Defenseur",9,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061,21.13,1,"0","1","0",0,1,1,1,1,NA,NA,NA,NA,2,4,248,3,NA,1,18,NA,NA,9,434,4,NA,8,555,6,0
4416,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",2,1,18.52,18.52,18.52,18.52,18.52,18.52,NA,NA,NA,NA,0.00015,7.66,6,"1","0","1",0,1,1,0,1,NA,NA,NA,NA,1,7,290,3,1,9,257,2,NA,NA,NA,NA,NA,NA,0,NA,0
4432,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,16.65,3,"1","1","0",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,104,1,NA,5,174,1,NA,6,227,1,1
4438,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00263,22.12,3,"1","1","1",1,1,1,0,1,7,11,451,5,NA,2,119,2,NA,3,82,1,NA,NA,NA,NA,4,5,324,3,0
4444,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,12.49,13.51,13.66,13.51,13.9,13.9,14.91,14.72,14.72,14.63,4e-04,7.96,3,"1","0","1",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,321,5,1
4449,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00085,38.36,2,"1","0","0",1,1,1,1,1,1,12,885,10,NA,5,202,2,2,2,119,1,NA,19,1267,16,NA,9,429,6,0
4476,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,1,NA,5,312,4,1
4492,"Attaquant",2,"Cote d'ivoire","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,16.33,1,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,243,2,0
4526,"Milieu",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,12.99,4,"1","1","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,199,3,1
4546,"Attaquant",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,67,1,NA,1,80,1,0
4574,"Milieu",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00069,16.25,2,"1","1","0",1,1,1,1,1,1,7,337,4,1,12,834,10,NA,5,183,2,NA,3,178,2,NA,1,65,1,0
4586,"Attaquant",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,17.53,NA,17.53,17.53,17.53,NA,17.53,17.53,17.53,0.00062,7.65,5,"0","1","1",1,1,0,1,1,NA,2,120,1,NA,1,81,1,NA,NA,NA,NA,4,10,461,4,NA,2,90,1,1
4593,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,1,10,11,688,7,1,8,346,2,2,4,257,3,NA,6,347,5,NA,8,328,3,1
4620,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM CLAIREFONTAINE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00026,16.77,3,"0","1","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46,1,NA,9,594,5,1
4643,"Milieu",9,"Gabon","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53,1,"1","0","0",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,269,3,1
4657,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.2,17.26,18.17,17.26,17.13,17.13,18.17,17.26,17.26,16.2,0.00015,8.05,6,"1","0","0",1,0,0,1,1,2,3,149,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,383,4,NA,10,623,6,0
4687,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,0,1,NA,1,45,NA,NA,3,96,1,1,5,270,2,NA,NA,NA,NA,NA,3,192,2,0
4703,"Defenseur",7,"Mali","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,13.7,13.7,13.7,13.7,13.7,13.7,NA,NA,NA,NA,3e-05,18.39,2,"0","0","1",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,421,4,NA,1,90,1,0
4706,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,1,NA,15.63,15.6,15.63,14.93,14.93,15.6,15.6,15.6,15.79,8e-05,6.89,6,"1","1","1",0,1,0,1,1,NA,NA,NA,NA,NA,2,55,1,NA,NA,NA,NA,NA,18,1025,12,2,5,260,3,1
4721,"Defenseur",2,"Congo","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,1,1,14,1106,12,1,18,1442,16,NA,5,231,3,NA,12,1110,12,1,8,587,7,1
4824,"Milieu",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,24.06,2,"0","0","1",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,1,90,1,0
4871,"Defenseur",4,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,2,"0","0","1",0,1,1,1,1,NA,NA,NA,NA,NA,1,50,NA,NA,3,257,3,NA,2,92,2,NA,5,450,5,0
